app_name,permission,pred_label,gold_label,is_correct
腾讯地图,android.permission.ACCESS_MEDIA_LOCATION,业务辅助合理,业务弱相关需审查,0
腾讯地图,android.permission.ACCESS_COARSE_LOCATION,业务核心必要,业务核心必要,1
腾讯地图,android.permission.REQUEST_INSTALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.REORDER_TASKS,业务弱相关需审查,业务弱相关需审查,1
艺品品,android.permission.READ_MEDIA_VIDEO,业务弱相关需审查,业务辅助合理,0
艺品品,android.permission.POST_NOTIFICATIONS,业务核心必要,业务辅助合理,0
艺品品,android.permission.INSTALL_PACKAGES,业务弱相关需审查,高风险异常权限,0
艺品品,android.permission.WAKE_LOCK,业务弱相关需审查,业务弱相关需审查,1
艺品品,android.permission.WRITE_SETTINGS,业务弱相关需审查,高风险异常权限,0
艺品品,android.permission.READ_PHONE_STATE,业务辅助合理,业务弱相关需审查,0
艺品品,android.permission.READ_MEDIA_VISUAL_USER_SELECTED,业务辅助合理,业务核心必要,0
艺品品,android.permission.BLUETOOTH,业务弱相关需审查,业务弱相关需审查,1
艺品品,android.permission.CALL_PHONE,业务核心必要,高风险异常权限,0
艺品品,android.permission.VIBRATE,业务弱相关需审查,业务弱相关需审查,1
艺品品,android.permission.INTERNET,业务核心必要,业务核心必要,1
艺品品,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,业务弱相关需审查,高风险异常权限,0
艺品品,android.permission.CHANGE_NETWORK_STATE,业务弱相关需审查,业务弱相关需审查,1
艺品品,android.permission.READ_LOGS,业务弱相关需审查,高风险异常权限,0
艺品品,android.permission.READ_EXTERNAL_STORAGE,业务弱相关需审查,业务弱相关需审查,1
艺品品,android.permission.CAMERA,业务核心必要,业务核心必要,1
艺品品,android.permission.ACCESS_WIFI_STATE,业务辅助合理,业务辅助合理,1
艺品品,android.permission.WRITE_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
艺品品,android.permission.MANAGE_EXTERNAL_STORAGE,业务弱相关需审查,高风险异常权限,0
艺品品,android.permission.GET_ACCOUNTS,业务弱相关需审查,业务弱相关需审查,1
艺品品,android.permission.MODIFY_AUDIO_SETTINGS,业务弱相关需审查,业务弱相关需审查,1
艺品品,android.permission.READ_MEDIA_IMAGES,业务辅助合理,业务核心必要,0
艺品品,android.permission.CHANGE_WIFI_STATE,业务弱相关需审查,业务弱相关需审查,1
艺品品,android.permission.ACCESS_NETWORK_STATE,业务辅助合理,业务辅助合理,1
艺品品,android.permission.RECORD_AUDIO,业务辅助合理,业务弱相关需审查,0
艺品品,android.permission.REQUEST_INSTALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.READ_MEDIA_VIDEO,业务弱相关需审查,业务辅助合理,0
麦兔科技,android.permission.FOREGROUND_SERVICE,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.GET_TASKS,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.WAKE_LOCK,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.BLUETOOTH_CONNECT,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.RECEIVE_BOOT_COMPLETED,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.BLUETOOTH_SCAN,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.ACCESS_FINE_LOCATION,业务核心必要,业务弱相关需审查,0
麦兔科技,android.permission.READ_PHONE_STATE,业务辅助合理,业务辅助合理,1
麦兔科技,android.permission.BLUETOOTH,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.INTERNET,业务核心必要,业务核心必要,1
麦兔科技,android.permission.CHANGE_NETWORK_STATE,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.READ_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
麦兔科技,android.permission.CAMERA,业务核心必要,国标未直接枚举但可解释,0
麦兔科技,android.permission.ACCESS_WIFI_STATE,业务辅助合理,业务辅助合理,1
麦兔科技,android.permission.WRITE_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
麦兔科技,android.permission.QUERY_ALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.READ_MEDIA_IMAGES,业务辅助合理,业务辅助合理,1
麦兔科技,android.permission.BLUETOOTH_ADMIN,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.CHANGE_WIFI_STATE,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.READ_MEDIA_AUDIO,业务辅助合理,业务辅助合理,1
麦兔科技,android.permission.ACCESS_NETWORK_STATE,业务辅助合理,业务辅助合理,1
麦兔科技,android.permission.RECORD_AUDIO,业务辅助合理,业务辅助合理,1
麦兔科技,android.permission.ACCESS_COARSE_LOCATION,业务辅助合理,业务辅助合理,1
麦兔科技,android.permission.FOREGROUND_SERVICE_DATA_SYNC,业务弱相关需审查,业务弱相关需审查,1
麦兔科技,android.permission.REORDER_TASKS,业务弱相关需审查,业务弱相关需审查,1
