app_name,report_type,structure_total,structure_hit,structure_rate,evidence_total,evidence_hit,evidence_rate,report_path
语鲸,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\语鲸\国标和隐私政策分析结果.md
象棋,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\象棋\国标和隐私政策分析结果.md
趣读书,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\趣读书\国标和隐私政策分析结果.md
距离测量仪,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\距离测量仪\国标和隐私政策分析结果.md
运动世界,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\运动世界\国标和隐私政策分析结果.md
运城新闻,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\运城新闻\国标和隐私政策分析结果.md
迷你世界,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\迷你世界\国标和隐私政策分析结果.md
醒图,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\醒图\国标和隐私政策分析结果.md
野狐围棋,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\野狐围棋\国标和隐私政策分析结果.md
金元购,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\金元购\国标和隐私政策分析结果.md
金螳螂家,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\金螳螂家\国标和隐私政策分析结果.md
阳光高考AI志愿助手,国标-隐私政策,9,9,1.0,1,1,1.0,D:\桌面\毕设\code\output\阳光高考AI志愿助手\国标和隐私政策分析结果.md
随科精准学,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\随科精准学\国标和隐私政策分析结果.md
音控,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\音控\国标和隐私政策分析结果.md
领康悦动,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\领康悦动\国标和隐私政策分析结果.md
风向数据,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\风向数据\国标和隐私政策分析结果.md
飞卢小说,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\飞卢小说\国标和隐私政策分析结果.md
食卡卡,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\食卡卡\国标和隐私政策分析结果.md
驾校宝典,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\驾校宝典\国标和隐私政策分析结果.md
高德地图,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\高德地图\国标和隐私政策分析结果.md
魔音工坊,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\魔音工坊\国标和隐私政策分析结果.md
鲁大师,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\鲁大师\国标和隐私政策分析结果.md
麦兔科技,国标-隐私政策,9,9,1.0,1,1,1.0,D:\桌面\毕设\code\output\麦兔科技\国标和隐私政策分析结果.md
